createdAt,username,location,tweetId,rawTweet,date,time,cleanTweet,polarity,subjectivity,positive,negative,neutral,sentiment
2020-12-10 15:00:02,NYSE,"New York, NY",1337049439295434752,"Operating over 700 senior living communities in the US, @brookdaleliving has helped lead the sector through these c… https://t.co/b4uYva014x",2020-12-10,15:00:02,operate 700 senior live community @brookdaleliving help lead sector c https://t.co/b4uyva014x,0.13636363636363635,0.5,0.213,0.0,0.787,neutral
2020-12-10 14:57:12,NYSE,"New York, NY",1337048729724063749,"The S&amp;P 500 was 0.09% lower to 3,669.65 shortly after market open",2020-12-10,14:57:12,"s&amp;p 500 0.09 low 3,669.65 shortly market open",0.0,0.3666666666666667,0.0,0.231,0.769,neutral
2020-12-10 14:29:10,NYSE,"New York, NY",1337041674204114944,The NYSE welcomes Desktop Metal Inc. (NYSE: DM) in celebration of its listing https://t.co/pehkfvDPGJ,2020-12-10,14:29:10,nyse welcome desktop metal inc. nyse dm celebration list https://t.co/pehkfvdpgj,0.8,0.9,0.25,0.0,0.75,neutral
2020-12-10 12:52:48,NYSE,"New York, NY",1337017421115387904,"Consumers, shut inside by the pandemic and glued as never before to their shopping apps, created a 2-for-1 buying b… https://t.co/8zPo4eSd4b",2020-12-10,12:52:48,consumer shut inside pandemic glue shopping app create 2-for-1 buying b https://t.co/8zpo4esd4b,0.0,0.0,0.16,0.0,0.84,neutral
2020-12-09 21:38:20,NYSE,"New York, NY",1336787289381478400,"ICYMI: NYSE President @Stacey_Cunning discusses the IPO market as @DoorDash makes its public trading, efforts to ex… https://t.co/n3KEvsPmzv",2020-12-09,21:38:20,icymi nyse president @stacey_cunning discuss ipo market @doordash make public trading effort ex https://t.co/n3kevspmzv,0.0,0.06666666666666667,0.0,0.0,1.0,neutral
2020-12-09 20:59:12,NYSE,"New York, NY",1336777440425701377,The NYSE welcomes @C3_AI (NYSE: AI) as they celebrate their IPO https://t.co/NBOdG0RMeH,2020-12-09,20:59:12,nyse welcome @c3_ai nyse ai celebrate ipo https://t.co/nbodg0rmeh,0.8,0.9,0.528,0.0,0.472,positive
2020-12-09 20:30:37,NYSE,"New York, NY",1336770247324540928,.@C3_AI celebrate their NYSE listing today in New York 🎉 https://t.co/JmEJWhcFVu,2020-12-09,20:30:37,.@c3_ai celebrate nyse list today new york 🎉 https://t.co/jmejwhcfvu,0.13636363636363635,0.45454545454545453,0.444,0.0,0.556,neutral
2020-12-09 20:16:31,NYSE,"New York, NY",1336766697366302722,"RT @C3_AI: @C3_ai, a leading #enterpriseAI software provider for accelerating digital transformation, today debuted on the @NYSE as a publi…",2020-12-09,20:16:31,rt @c3_ai @c3_ai lead enterpriseai software provider accelerate digital transformation today debut @nyse publi,0.0,0.0,0.0,0.0,1.0,neutral
2020-12-09 19:59:31,NYSE,"New York, NY",1336762418752589824,.@C3_AI provides enterprise AI software that accelerates digital transformation. Today they celebrate their listing… https://t.co/caYMuiqdAa,2020-12-09,19:59:31,.@c3_ai provide enterprise ai software accelerate digital transformation today celebrate listing https://t.co/caymuiqdaa,0.0,0.0,0.252,0.0,0.748,neutral
2020-12-09 18:17:49,NYSE,"New York, NY",1336736824975364097,.@DoorDash (NYSE:DASH) officially opened on the New York Stock Exchange at $182,2020-12-09,18:17:49,.@doordash nyse dash officially open new york stock exchange $ 182,0.06818181818181818,0.4772727272727273,0.0,0.281,0.719,neutral
2020-12-09 17:21:56,NYSE,"New York, NY",1336722762887467008,.@C3_AI (NYSE: AI) officially opened on the New York Stock Exchange at $100,2020-12-09,17:21:56,.@c3_ai nyse ai officially open new york stock exchange $ 100,0.06818181818181818,0.4772727272727273,0.0,0.0,1.0,neutral
2020-12-09 17:00:18,NYSE,"New York, NY",1336717317842096137,We're excited for @C3_AI to ring today's Closing Bell 🔔 https://t.co/JpipBUFl1O,2020-12-09,17:00:18,excited @c3_ai ring today closing bell 🔔 https://t.co/jpipbufl1o,0.375,0.75,0.255,0.0,0.745,neutral
2020-12-09 14:29:11,NYSE,"New York, NY",1336679290079903746,The NYSE welcomes @DoorDash (NYSE: DASH) in celebration of its IPO https://t.co/QJB21hCSvu,2020-12-09,14:29:11,nyse welcome @doordash nyse dash celebration ipo https://t.co/qjb21hcsvu,0.8,0.9,0.3,0.0,0.7,neutral
2020-12-09 13:30:24,NYSE,"New York, NY",1336664496178405380,We're excited for @DoorDash to ring the Opening Bell in celebration of their IPO https://t.co/mHeoYWlBIC,2020-12-09,13:30:24,excited @doordash ring opening bell celebration ipo https://t.co/mheoywlbic,0.375,0.75,0.255,0.0,0.745,neutral
2020-12-09 13:11:22,NYSE,"New York, NY",1336659705243054080,RT @ETFtrends: Introducing: #ETF360 – a video series bringing you the latest and greatest issuers &amp; @NYSE-listed ETFs in the market today.…,2020-12-09,13:11:22,rt @etftrends introduce etf360 video series bring late great issuer amp @nyse list etf market today,0.25,0.675,0.215,0.0,0.785,neutral
2020-12-08 22:06:53,NYSE,"New York, NY",1336432084060090368,"A fresh record for the S&amp;P 500 today, after it added 0.28% to close at 3,702.25 📈",2020-12-08,22:06:53,"fresh record s&amp;p 500 today add 0.28 close 3,702.25 📈",0.3,0.5,0.187,0.0,0.813,neutral
2020-12-08 21:36:16,NYSE,"New York, NY",1336424382072238085,"2020 has been a worrisome year for investors due to social, economic and health issues.  What can we expect for 202… https://t.co/0AWaV1Fi29",2020-12-08,21:36:16,2020 worrisome year investor social economic health issue expect 202 https://t.co/0awav1fi29,0.11666666666666667,0.13333333333333333,0.0,0.213,0.787,neutral
2020-12-08 20:59:12,NYSE,"New York, NY",1336415052430131200,The NYSE welcomes @BRF_Brasil (NYSE: BRFS) in celebration of its 20th Anniversary of Listing https://t.co/BPVNH8OA7X,2020-12-08,20:59:12,nyse welcome @brf_brasil nyse brfs celebration 20th anniversary list https://t.co/bpvnh8oa7x,0.4,0.45,0.25,0.0,0.75,neutral
2020-12-08 19:32:35,NYSE,"New York, NY",1336393255433498624,"RT @aptar: Aptar is honored to be named among the top 100 of ""America's Most Responsible Companies 2021"" by @Newsweek. https://t.co/l3V6aiO…",2020-12-08,19:32:35,rt @aptar aptar honor name 100 america responsible company 2021 @newsweek https://t.co/l3v6aio,0.2,0.55,0.355,0.0,0.645,neutral
2020-12-08 19:02:30,NYSE,"New York, NY",1336385682806288384,@MACGLO @leonardomagnomx @Snap Please contact your brokerage firm for more details,2020-12-08,19:02:30,@macglo @leonardomagnomx @snap contact brokerage firm detail,-0.2,0.4,0.0,0.0,1.0,neutral
2020-12-08 19:02:30,NYSE,"New York, NY",1336385682806288384,@MACGLO @leonardomagnomx @Snap Please contact your brokerage firm for more details,2020-12-08,19:02:30,@macglo @leonardomagnomx @snap contact brokerage firm detail,-0.2,0.4,0.0,0.0,1.0,neutral
2020-12-08 19:02:25,NYSE,"New York, NY",1336385660903624708,@leonardomagnomx @Snap Please contact your brokerage firm for more details,2020-12-08,19:02:25,@leonardomagnomx @snap contact brokerage firm detail,-0.2,0.4,0.0,0.0,1.0,neutral
2020-12-08 19:02:16,NYSE,"New York, NY",1336385623972831232,@TaiksooKim @Snap Please contact your brokerage firm for more details,2020-12-08,19:02:16,@taiksookim @snap contact brokerage firm detail,-0.2,0.4,0.0,0.0,1.0,neutral
2020-12-08 17:33:29,NYSE,"New York, NY",1336363283897573379,"Oh @Snap! Did you know? While paper stock certificates have largely disappeared with online trading, you may still… https://t.co/9nnkabKfPa",2020-12-08,17:33:29,oh @snap know paper stock certificate largely disappear online trading https://t.co/9nnkabkfpa,0.21428571428571427,0.42857142857142855,0.0,0.16,0.84,neutral
2020-12-08 16:43:54,NYSE,"New York, NY",1336350804626829316,"RT @nokia: We're delighted to be announced on @CDP's A List, recognizing our commitment to transparency and action on climate change. More…",2020-12-08,16:43:54,rt @nokia delighted announce @cdp list recognize commitment transparency action climate change,0.39999999999999997,0.39999999999999997,0.371,0.0,0.629,neutral
2020-12-08 16:26:33,NYSE,"New York, NY",1336346435986583553,"#WhatstheFund? Franklin Templeton's Ben Barber tells us about FLMB, the Franklin Liberty Federal Tax-Free Bond ETF https://t.co/nd14lpYiDf",2020-12-08,16:26:33,whatsthefund franklin templeton ben barber tell flmb franklin liberty federal tax free bond etf https://t.co/nd14lpyidf,0.4,0.8,0.34,0.0,0.66,neutral
2020-12-08 15:18:31,NYSE,"New York, NY",1336329314426441735,“You don’t have to be the boss to be a leader. You can be in a leadership role in any seat that you’re sitting in.”… https://t.co/fL2f3CKCrn,2020-12-08,15:18:31,boss leader leadership role seat sit https://t.co/fl2f3ckcrn,0.0,0.0,0.0,0.0,1.0,neutral
2020-12-08 15:00:00,NYSE,"New York, NY",1336324658145222656,"Learn how @WileyGlobal is “unlocking human potential” with the development, distribution and application of new kno… https://t.co/p75nLVyCKO",2020-12-08,15:00:00,learn @wileyglobal unlock human potential development distribution application new kno https://t.co/p75nlvycko,0.04545454545454545,0.5181818181818182,0.0,0.0,1.0,neutral
2020-12-08 14:29:09,NYSE,"New York, NY",1336316892940697619,Capitol Investment Corp. V (NYSE: CAP.U) celebrates its IPO https://t.co/rvwyFT1HNM,2020-12-08,14:29:09,capitol investment corp. v nyse cap.u celebrate ipo https://t.co/rvwyft1hnm,0.0,0.0,0.316,0.0,0.684,neutral
2020-12-08 14:27:36,NYSE,"New York, NY",1336316504653099010,"Today we honor the life of @GenChuckYeager. By breaking the Sound Barrier, he showed the world how far technology c… https://t.co/qLfmnTEmWL",2020-12-08,14:27:36,today honor life @genchuckyeager break sound barrier show world far technology c https://t.co/qlfmntemwl,0.25,0.7,0.204,0.096,0.701,neutral
2020-12-07 21:40:13,NYSE,"New York, NY",1336062986327384064,The CEO of @Petrobras lays out the company’s strategic plan for 2021-2025 and shares its strengths and challenges… https://t.co/t4T4co0uN1,2020-12-07,21:40:13,ceo @petrobras lay company strategic plan 2021 2025 share strength challenge https://t.co/t4t4co0un1,0.0,0.0,0.427,0.0,0.573,neutral
2020-12-07 21:23:19,NYSE,"New York, NY",1336058734800461827,"The S&amp;P 500 closed 0.19% lower today. Down 7.16 points to 3,691.96 shortly after the #ClosingBell 🔔",2020-12-07,21:23:19,"s&amp;p 500 close 0.19 low today 7.16 point 3,691.96 shortly closingbell 🔔",0.0,0.3,0.0,0.16,0.84,neutral
2020-12-07 20:59:11,NYSE,"New York, NY",1336052658549899265,The NYSE welcomes @dominos (NYSE: DPZ) in celebration of its 60th Anniversary of Founding https://t.co/vY3OBcmXzl,2020-12-07,20:59:11,nyse welcome @dominos nyse dpz celebration 60th anniversary found https://t.co/vy3obcmxzl,0.8,0.9,0.25,0.0,0.75,neutral
2020-12-07 18:22:59,NYSE,"New York, NY",1336013351256793089,RT @CampbellSoupCo: There’s no better combo than soup and snow days! Warm up with the latest commercial from our Campbell’s team and pledge…,2020-12-07,18:22:59,rt @campbellsoupco well combo soup snow day warm late commercial campbell team pledge,0.09999999999999999,0.39999999999999997,0.267,0.0,0.733,neutral
2020-12-07 15:36:33,NYSE,"New York, NY",1335971465959792642,"Former NFL player, and now Head of Sports and Entertainment at @UBS, Wale Ogunleye knows why it’s important for ath… https://t.co/JCcburMSjb",2020-12-07,15:36:33,nfl player head sports entertainment @ub wale ogunleye know important ath https://t.co/jccburmsjb,0.4,1.0,0.315,0.0,0.685,neutral
2020-12-07 14:49:00,NYSE,"New York, NY",1335959500155654147,".@smcakebread shares lessons learned over the arc of his storied career, from the early, embryonic days at @Yext,… https://t.co/X1dHao2P8a",2020-12-07,14:49:00,.@smcakebread share lesson learn arc story career early embryonic day @yext https://t.co/x1dhao2p8a,0.1,0.3,0.167,0.0,0.833,neutral
2020-12-07 14:48:34,NYSE,"New York, NY",1335959393347788803,"The S&amp;P 500 opened Monday 0.14% lower, down 5.02 points to 3,694.10 shortly after the #OpeningBell",2020-12-07,14:48:34,"s&amp;p 500 open monday 0.14 low 5.02 point 3,694.10 shortly openingbell",0.0,0.3666666666666667,0.0,0.174,0.826,neutral
2020-12-07 14:29:11,NYSE,"New York, NY",1335954513702752257,The NYSE welcomes @synchrony (NYSE: SYF) as they celebrate 5 years as an independent company https://t.co/NkgRWqfPtf,2020-12-07,14:29:11,nyse welcome @synchrony nyse syf celebrate 5 year independent company https://t.co/nkgrwqfptf,0.4,0.5125,0.427,0.0,0.573,neutral
2020-12-04 22:15:16,NYSE,"New York, NY",1334984643632881665,"Michael Winter with @LeatherbackAM tells us about LBAY, the Leatherback Long/Short Alternative Yield ETF on… https://t.co/3bRT4QOCb9",2020-12-04,22:15:16,michael winter @leatherbackam tell lbay leatherback long short alternative yield etf https://t.co/3brt4qocb9,-0.025,0.35,0.0,0.0,1.0,neutral
2020-12-04 21:32:37,NYSE,"New York, NY",1334973908727046145,"Closing out the week on #WallStreet with another record-setting benchmark for the S&amp;P 500 and the DOW
 
📈 The S&amp;P 5… https://t.co/CrZ8JGoXSl",2020-12-04,21:32:37,close week wallstreet record set benchmark s&amp;p 500 dow 📈 s&amp;p 5 https://t.co/crz8jgoxsl,0.0,0.0,0.0,0.0,1.0,neutral
2020-12-04 21:32:37,NYSE,"New York, NY",1334973908727046145,"Closing out the week on #WallStreet with another record-setting benchmark for the S&amp;P 500 and the DOW
 
📈 The S&amp;P 5… https://t.co/CrZ8JGoXSl",2020-12-04,21:32:37,close week wallstreet record set benchmark s&amp;p 500 dow 📈 s&amp;p 5 https://t.co/crz8jgoxsl,0.0,0.0,0.0,0.0,1.0,neutral
2020-12-04 20:59:34,NYSE,"New York, NY",1334965594978983939,"#WhatstheFund? It's PREF, the Principal Spectrum Preferred Securities Active ETF

We talk with @Principal's Matt Co… https://t.co/Lyby2tHont",2020-12-04,20:59:34,whatsthefund pref principal spectrum preferred securities active etf talk @principal matt co https://t.co/lyby2thont,-0.13333333333333333,0.6,0.308,0.0,0.692,neutral
2020-12-04 20:59:09,NYSE,"New York, NY",1334965490217730048,The NYSE welcomes BMO &amp; REX Shares to highlight the recent listing of (NYSE Arca: GDXU; GDXD) https://t.co/1cOFnPUU5C,2020-12-04,20:59:09,nyse welcome bmo amp rex shares highlight recent listing nyse arca gdxu gdxd https://t.co/1cofnpuu5c,0.4,0.575,0.409,0.0,0.591,neutral
2020-12-04 18:03:23,NYSE,"New York, NY",1334921253510148099,"RT @AssetTVUS: With all eyes on a #vaccine, Mannik S. Dhillon, Victory Capital Management &amp; Sal Bruno, @IndexIQETFs discuss what a return t…",2020-12-04,18:03:23,rt @assettvus eye vaccine mannik s. dhillon victory capital management amp sal bruno @indexiqetf discuss return t,0.0,0.0,0.0,0.0,1.0,neutral
2020-12-04 15:03:14,NYSE,"New York, NY",1334875920260272129,The US Olympic &amp; Paralympic Committee Foundation is hosting a virtual silent auction to support @TeamUSA 🇺🇸… https://t.co/xzlwoKKWEM,2020-12-04,15:03:14,olympic amp paralympic committee foundation host virtual silent auction support @teamusa 🇺 🇸 https://t.co/xzlwokkwem,0.0,0.1,0.172,0.0,0.828,neutral
2020-12-04 14:49:13,NYSE,"New York, NY",1334872391051259907,"The S&amp;P 500 opened 0.50% higher, up 18.51 points to 3,685.23 shortly after the #OpeningBell 📈",2020-12-04,14:49:13,"s&amp;p 500 open 0.50 high 18.51 point 3,685.23 shortly openingbell 📈",0.05333333333333334,0.4466666666666667,0.0,0.0,1.0,neutral
2020-12-04 14:29:13,NYSE,"New York, NY",1334867358809116673,The NYSE welcomes Far Peak Acquisition Corporation (NYSE: FPAC.U) in celebration of their IPO https://t.co/k6kIIStgqT,2020-12-04,14:29:13,nyse welcome far peak acquisition corporation nyse fpac.u celebration ipo https://t.co/k6kiistgqt,0.45,0.95,0.231,0.0,0.769,neutral
2020-12-03 22:34:29,NYSE,"New York, NY",1334627093276209152,"The NYSE celebrates the 97th Annual NYSE #ChristmasTree Lighting 🎄 Maria Ceron and Adelaida Cruz, members of the NY… https://t.co/wispv8VxFh",2020-12-03,22:34:29,nyse celebrate 97th annual nyse christmastree lighting 🎄 maria ceron adelaida cruz member ny https://t.co/wispv8vxfh,0.0,0.0,0.198,0.0,0.802,neutral
2020-12-03 21:17:11,NYSE,"New York, NY",1334607639465103361,"The S&amp;P 500 closed 0.06% lower after yesterday's record setting benchmark. Down 2.29 points to 3,666.72",2020-12-03,21:17:11,"s&amp;p 500 close 0.06 low yesterday record set benchmark 2.29 point 3,666.72",0.0,0.3,0.0,0.16,0.84,neutral
2020-12-03 20:59:10,NYSE,"New York, NY",1334603104839368705,The NYSE thanks the Building Operations team for their hard work and dedication throughout this year https://t.co/P7HW6SfibO,2020-12-03,20:59:10,nyse thank building operations team hard work dedication year https://t.co/p7hw6sfibo,-0.2916666666666667,0.5416666666666666,0.21,0.118,0.672,neutral
2020-12-03 20:00:38,NYSE,"New York, NY",1334588376067043329,"ICYMI: @DanielDines, CEO and founder of @UiPath shared with us advice at @FortuneMagazine #BrainstormTech ⤵️

✨Be p… https://t.co/TAFYGz5jTi",2020-12-03,20:00:38,icymi @danieldines ceo founder @uipath share advice @fortunemagazine brainstormtech ⤵️ ✨ p https://t.co/tafygz5jti,0.0,0.0,0.243,0.0,0.757,neutral
2020-12-03 17:01:50,NYSE,"New York, NY",1334543377472376834,"@kyle_hall1844 Yes, our Head of Listings, Chris Taylor is a professional clapper! He's had a lot of practice 🙂",2020-12-03,17:01:50,@kyle_hall1844 yes head listings chris taylor professional clapper lot practice 🙂,0.1,0.1,0.33,0.0,0.67,neutral
2020-12-03 15:00:01,NYSE,"New York, NY",1334512720226496517,.@MolsonCoors has experienced tremendous growth this year. Learn what decisions the company has made for the succes… https://t.co/ucVHwb4b3w,2020-12-03,15:00:01,.@molsoncoors experience tremendous growth year learn decision company succe https://t.co/ucvhwb4b3w,0.3333333333333333,1.0,0.243,0.0,0.757,neutral
2020-12-03 14:29:09,NYSE,"New York, NY",1334504953763643393,The NYSE welcomes QuantumScape Corporation (NYSE: QS) as they celebrate their listing https://t.co/W2tJegCGtZ,2020-12-03,14:29:09,nyse welcome quantumscape corporation nyse qs celebrate listing https://t.co/w2tjegcgtz,0.8,0.9,0.489,0.0,0.511,neutral
2020-12-03 14:06:42,NYSE,"New York, NY",1334499303155351553,"RT @YahooFinance: Bill Gates-backed QuantumScape Founder and CEO Jagdeep Singh on the company's solid-state batteries: ""It's a fundamentall…",2020-12-03,14:06:42,rt @yahoofinance bill gates back quantumscape founder ceo jagdeep singh company solid state battery fundamentall,0.0,0.05,0.103,0.0,0.897,neutral
2020-12-03 13:29:50,NYSE,"New York, NY",1334490025950580736,We're excited for @QuantumScapeCO to ring today's Opening Bell in celebration of their public listing 🎉 https://t.co/jDmkKxOSqi,2020-12-03,13:29:50,excited @quantumscapeco ring today opening bell celebration public listing 🎉 https://t.co/jdmkkxosqi,0.1875,0.4083333333333333,0.338,0.0,0.662,neutral
2020-12-02 21:39:37,NYSE,"New York, NY",1334250897413648388,"Another record-setting day on #WallStreet as the S&amp;P 500 rises +0.18%, up +6.56 points to 3,669.01 📈",2020-12-02,21:39:37,"record set day wallstreet s&amp;p 500 rise +0.18 +6.56 point 3,669.01 📈",0.0,0.0,0.0,0.0,1.0,neutral
2020-12-02 20:59:15,NYSE,"New York, NY",1334240736091328512,OGE Energy Corp. (NYSE: OGE) celebrates their 70th Anniversary of Listing https://t.co/albQnXWkVn,2020-12-02,20:59:15,oge energy corp. nyse oge celebrate 70th anniversary list https://t.co/albqnxwkvn,0.0,0.0,0.42,0.0,0.58,neutral
2020-12-02 20:07:13,NYSE,"New York, NY",1334227642283929601,.@Genpact is using its AI software to help the UK government track potential adverse events related to a future COV… https://t.co/SKL2hOwNzD,2020-12-02,20:07:13,.@genpact ai software help uk government track potential adverse event relate future cov https://t.co/skl2hownzd,0.0,0.5625,0.157,0.145,0.698,neutral
2020-12-02 15:45:57,NYSE,"New York, NY",1334161893733380097,Capitol Investment Corp. V (NYSE: CAP.U) officially opened on the New York Stock Exchange at $10.00,2020-12-02,15:45:57,capitol investment corp. v nyse cap.u officially open new york stock exchange $ 10.00,0.06818181818181818,0.4772727272727273,0.0,0.0,1.0,neutral
2020-12-02 15:45:57,NYSE,"New York, NY",1334161893733380097,Capitol Investment Corp. V (NYSE: CAP.U) officially opened on the New York Stock Exchange at $10.00,2020-12-02,15:45:57,capitol investment corp. v nyse cap.u officially open new york stock exchange $ 10.00,0.06818181818181818,0.4772727272727273,0.0,0.0,1.0,neutral
2020-12-02 14:57:56,NYSE,"New York, NY",1334149810824359937,NYSE President @Stacey_Cunning discusses the record-breaking IPO market in 2020 and the strong pipeline for 2021 at… https://t.co/P3afaIFtKq,2020-12-02,14:57:56,nyse president @stacey_cunning discuss record break ipo market 2020 strong pipeline 2021 https://t.co/p3afaiftkq,0.4333333333333333,0.7333333333333333,0.216,0.0,0.784,neutral
2020-12-02 14:29:12,NYSE,"New York, NY",1334142577486905344,"The NYSE welcomes The Aaron's Company (NYSE: AAN) in honor of their spin off from Aaron’s, Inc https://t.co/NNe5VIaFfp",2020-12-02,14:29:12,nyse welcome aaron company nyse aan honor spin aaron inc https://t.co/nne5viaffp,0.8,0.9,0.408,0.0,0.592,neutral
2020-12-01 22:37:26,NYSE,"New York, NY",1333903056770097154,Congratulations to @salesforce and @SlackHQ as they combine to help companies navigate a digital world https://t.co/u3X4u6fo6v,2020-12-01,22:37:26,congratulation @salesforce @slackhq combine help company navigate digital world https://t.co/u3x4u6fo6v,0.0,0.0,0.452,0.0,0.548,neutral
2020-12-01 21:26:46,NYSE,"New York, NY",1333885276490489866,"It’s a December to remember as the S&amp;P rises +1.13% to reach a record high of 3,662.45 📈 https://t.co/8I8Xmpbfms",2020-12-01,21:26:46,"december remember s&amp;p rise +1.13 reach record high 3,662.45 📈 https://t.co/8i8xmpbfms",0.16,0.5399999999999999,0.091,0.0,0.909,neutral
2020-12-01 20:59:13,NYSE,"New York, NY",1333878340768342016,The NYSE welcomes @salesforce to celebrate the global generosity movement on Giving Tuesday https://t.co/l6l0en6i4d,2020-12-01,20:59:13,nyse welcome @salesforce celebrate global generosity movement giving tuesday https://t.co/l6l0en6i4d,0.4,0.45,0.674,0.0,0.326,positive
2020-12-01 15:00:00,NYSE,"New York, NY",1333787942104416259,"He dropped out of school at age 14 and went on to become a serial entrepreneur, co-founding India’s @Zerodhaonline… https://t.co/tNqhTinrTe",2020-12-01,15:00:00,drop school age 14 go serial entrepreneur co founding india @zerodhaonline https://t.co/tnqhtinrte,0.0,0.0,0.0,0.16,0.84,neutral
